Date,Recorder,Site,Plot,Quadrant,Species,Cover,Year
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,3,Acer pseudoplatanus ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,3,moss ,4,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,3,wood ,20,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,3,leaf litter ,70,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,3,Poa pratensis ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,3,Rubus pruinosus ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,3,Fetusca rubra ,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,Holcus molis ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,Quercus robur ,100,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,Quercus robur ,1,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,Fagus sylvatica ,100,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,Acer pseudoplatanus ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,moss ,4,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,wood ,25,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,leaf litter ,70,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,Poa pratensis ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,Rubus pruinosus ,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,211,4,Fetusca rubra ,10,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,Prunus padus ,100,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,Hyacinthoides non-scripta ,4,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,Urtica dioica ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,leaf litter ,45,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,soil ,35,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,moss ,3,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,Rubus pruinosus ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,wood ,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,Ilex aquifolium ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,1,Galium aparine ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,Prunus padus ,100,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,Hyacinthoides non-scripta ,15,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,Urtica dioica ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,leaf litter ,70,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,soil ,8,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,moss ,7,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,Rubus pruinosus ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,wood ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,Ilex aquifolium ,0.5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,2,Galium aparine ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,Prunus padus ,100,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,Hyacinthoides non-scripta ,7,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,Urtica dioica ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,leaf litter ,90,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,soil ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,moss ,1,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,Rubus pruinosus ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,wood ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,Ilex aquifolium ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,3,Galium aparine ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,Prunus padus ,100,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,Hyacinthoides non-scripta ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,Urtica dioica ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,leaf litter ,60,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,soil ,30,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,moss ,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,Rubus pruinosus ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,wood ,8,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,Ilex aquifolium ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,212,4,Galium aparine ,0.5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Cirsium arvense ,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Holcus lanatus ,40,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Stellaria graminea ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Rumex acetosella ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Fetusca rubra ,35,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Anthoxanthum odoratum ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Tristenum flavescens,0.5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Arrhenatherium elatius,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Veronica chamaedrys ,3,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Carex riparia,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Vicia sativa ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Angelica silvestris ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,dry grass ,20,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Carex hirta ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,1,Equisetum arvense ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Cirsium arvense ,25,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Holcus lanatus ,40,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Stellaria graminea ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Rumex acetosella ,1,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Fetusca rubra ,15,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Anthoxanthum odoratum ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Tristenum flavescens,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Arrhenatherium elatius,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Veronica chamaedrys ,10,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Carex riparia,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Vicia sativa ,0.5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Angelica silvestris ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,dry grass ,15,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Carex hirta ,3,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,2,Equisetum arvense ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Cirsium arvense ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Holcus lanatus ,15,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Stellaria graminea ,1,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Rumex acetosella ,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Fetusca rubra ,10,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Anthoxanthum odoratum ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Tristenum flavescens,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Arrhenatherium elatius,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Veronica chamaedrys ,1,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Carex riparia,7,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Vicia sativa ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Angelica silvestris ,1,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,dry grass ,60,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Carex hirta ,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,3,Equisetum arvense ,1,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Cirsium arvense ,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Holcus lanatus ,10,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Stellaria graminea ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Rumex acetosella ,1,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Fetusca rubra ,2,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Anthoxanthum odoratum ,3,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Tristenum flavescens,5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Arrhenatherium elatius,80,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Veronica chamaedrys ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Carex riparia,0.5,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Vicia sativa ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Angelica silvestris ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,dry grass ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Carex hirta ,0,2022
17/06/2022,Lucia Bustamante Vizcarra,Silwood Park,221,4,Equisetum arvense ,1,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,1,Dryopteris filix-mas,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,1,moss ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,1,leaf litter ,98,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,1,soil ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,1,wood ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,2,Dryopteris filix-mas,50,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,2,moss ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,2,leaf litter ,40,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,2,soil ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,2,wood ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,3,Dryopteris filix-mas,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,3,moss ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,3,leaf litter ,95,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,3,soil ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,3,wood ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,4,Dryopteris filix-mas,40,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,4,moss ,40,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,4,leaf litter ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,4,soil ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,D,4,wood ,30,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Holcus lanatus ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Anthoxanthum odoratum ,20,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Rumex acetosa,25,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Trifolium repens ,1,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Stellaria graminea ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Luzulla campestris ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Fetusca rubra ,20,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Jacobea vulgaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Crepis capillaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,dried grass ,20,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,1,Veronica chamaedrys ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Holcus lanatus ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Anthoxanthum odoratum ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Rumex acetosa,70,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Trifolium repens ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Stellaria graminea ,0.5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Luzulla campestris ,1,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Fetusca rubra ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Jacobea vulgaris ,3,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Crepis capillaris ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,dried grass ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,2,Veronica chamaedrys ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Anthoxanthum odoratum ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Anthoxanthum odoratum ,65,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Rumex acetosa,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Trifolium repens ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Stellaria graminea ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Luzulla campestris ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Fetusca rubra ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Jacobea vulgaris ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Crepis capillaris ,1,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,dried grass ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,3,Veronica chamaedrys ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Holcus lanatus ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Anthoxanthum odoratum ,50,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Rumex acetosa,30,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Trifolium repens ,7,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Stellaria graminea ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Luzulla campestris ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Fetusca rubra ,20,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Jacobea vulgaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Crepis capillaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,dried grass ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,E,4,Veronica chamaedrys ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Jacobea vulgaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Rumex acetosella ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Achillea millefolium,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Arrhenatherium elatius,3,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Vicia sativa ,4,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Holcus molis ,3,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Holcus lanatus ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Veronica chamaedrys ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Fetusca rubra ,35,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Rumex acetosa,15,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Luzulla campestris ,15,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Crepis capillaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Anthoxanthum odoratum ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Carex muricata ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,1,Engeron canadensis ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Jacobea vulgaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Rumex acetosella ,0.5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Achillea millefolium,3,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Arrhenatherium elatius,1,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Vicia sativa ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Holcus molis ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Holcus lanatus ,80,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Veronica chamaedrys ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Fetusca rubra ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Rumex acetosa,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Luzulla campestris ,0.5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Crepis capillaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Anthoxanthum odoratum ,1,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Carex muricata ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,2,Engeron canadensis ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Jacobea vulgaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Rumex acetosella ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Achillea millefolium,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Arrhenatherium elatius,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Vicia sativa ,1,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Holcus molis ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Holcus lanatus ,75,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Veronica chamaedrys ,0.5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Fetusca rubra ,0.5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Rumex acetosa,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Luzulla campestris ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Crepis capillaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Anthoxanthum odoratum ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Carex muricata ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,3,Engeron canadensis ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Jacobea vulgaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Rumex acetosella ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Achillea millefolium,4,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Arrhenatherium elatius,3,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Vicia sativa ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Holcus molis ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Holcus lanatus ,50,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Veronica chamaedrys ,3,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Fetusca rubra ,20,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Rumex acetosa,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Luzulla campestris ,5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Crepis capillaris ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Anthoxanthum odoratum ,4,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Carex muricata ,0.5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,111,4,Engeron canadensis ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,Rubus fruticosus ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,Holcus molis ,80,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,Ilex aquifolium ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,Quercus robur ,100,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,Veronica chamaedrys ,3,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,Galium aparine ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,Poa pratensis ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,Quercus robur ,0.5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,wood ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,soil ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,1,leaf litter ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,Rubus fruticosus ,15,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,Holcus molis ,4,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,Ilex aquifolium ,1,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,Quercus robur ,100,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,Veronica chamaedrys ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,Galium aparine ,7,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,Poa pratensis ,6,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,Quercus robur ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,wood ,20,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,soil ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,2,leaf litter ,50,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,Rubus fruticosus ,20,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,Holcus molis ,90,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,Ilex aquifolium ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,Quercus robur ,100,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,Veronica chamaedrys ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,Galium aparine ,0.5,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,Poa pratensis ,10,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,Quercus robur ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,wood ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,soil ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,3,leaf litter ,3,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,Rubus fruticosus ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,Holcus molis ,50,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,Ilex aquifolium ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,Quercus robur ,100,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,Veronica chamaedrys ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,Galium aparine ,2,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,Poa pratensis ,25,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,Quercus robur ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,wood ,20,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,soil ,0,2022
20/06/2022,Lucia Bustamante Vizcarra,Silwood Park,113,4,leaf litter ,10,2022
22/06/2022,Lucia Bustamante Vizcarra,Silwood Park,333,1,Rubus pruinosus ,15,2022
22/06/2022,Lucia Bustamante Vizcarra,Silwood Park,333,1,Quercus robur ,100,2022
22/06/2022,Lucia Bustamante Vizcarra,Silwood Park,333,1,Quercus robur ,0,2022
